1.171635861,-0.12
1.171567514,-0.119949032
1.171362573,-0.11979603
1.171021456,-0.119541392
1.170544384,-0.119185718
1.169932368,-0.118729908
1.169185901,-0.118174561
1.168306387,-0.117521276
1.167295084,-0.116771253
1.166153224,-0.115925991
1.164882903,-0.114987488
1.163485598,-0.113957543
1.16196358,-0.112838255
1.160319165,-0.111632222
1.158554896,-0.110341543
1.156673434,-0.108969016
1.154677616,-0.107517539
1.15257075,-0.10598981
1.150356018,-0.104388929
1.148037047,-0.102718091
1.145617365,-0.100980596
1.143100774,-0.099179742
1.140491766,-0.097319225
1.137794042,-0.095402444
1.13501227,-0.093433196
1.132150842,-0.09141528
1.129214325,-0.089352592
1.12620773,-0.08724913
1.123135972,-0.085108991
1.120003517,-0.082936173
1.116816068,-0.080735072
1.113578267,-0.078509788
1.110295718,-0.076264816
1.106973407,-0.074004453
1.103616838,-0.071733298
1.100230999,-0.069455646
1.096821839,-0.067176196
1.093394245,-0.064899344
1.089953896,-0.062629787
1.086506195,-0.060372223
1.083056329,-0.058130749
1.07960995,-0.055910361
1.076172315,-0.053715357
1.072748931,-0.051550334
1.069345155,-0.049419489
1.065966148,-0.04732722
1.062617713,-0.045277823
1.05930469,-0.043275197
1.056032539,-0.041323438
1.052806816,-0.039426545
1.04963249,-0.037588014
1.046514699,-0.035811444
1.043458955,-0.034100332
1.040468347,-0.032456777
1.03751627,-0.030868887
1.034597075,-0.029342858
1.031717281,-0.027891281
1.028885208,-0.02652495
1.026111066,-0.025253859
1.023405353,-0.024085801
1.020780612,-0.023027075
1.018249548,-0.022082176
1.015825125,-0.021253703
1.013520341,-0.020542855
1.011347908,-0.019948932
1.00931921,-0.019469837
1.007445061,-0.019102671
1.005734848,-0.018843236
1.004196169,-0.018686935
1.002835315,-0.018628572
1.001656735,-0.01866315
1.000663269,-0.018785373
0.999856065,-0.018990542
0.999235052,-0.019274362
0.998797647,-0.019633133
0.998540869,-0.02006356
0.998462578,-0.020554947
0.998559663,-0.021097302
0.998825877,-0.021689226
0.999253829,-0.022329918
0.999836048,-0.02301948
1.000564789,-0.02375801
1.001432626,-0.024546109
1.002432526,-0.025385075
1.003557903,-0.026276308
1.004802763,-0.027221707
1.006162549,-0.02822337
1.007633843,-0.029283895
1.009214422,-0.030405782
1.010903124,-0.031591828
1.012700502,-0.032845031
1.014608224,-0.034168089
1.016628835,-0.035563102
1.018766714,-0.037031968
1.021026151,-0.038575586
1.023413105,-0.040193457
1.025934263,-0.041884082
1.028596572,-0.043644062
1.031396809,-0.045461606
1.034302606,-0.047313928
1.037307239,-0.049196831
1.040405142,-0.051107416
1.043590405,-0.053042585
1.046857387,-0.05499924
1.050199157,-0.056974484
1.05361025,-0.058965318
1.057083389,-0.060968644
1.060612361,-0.062981664
1.064190063,-0.065001379
1.067809936,-0.067024792
1.071464704,-0.069048805
1.075147409,-0.071070819
1.078850973,-0.073087536
1.082568166,-0.075096359
1.086292083,-0.077094088
1.090015248,-0.079077827
1.093730729,-0.081044676
1.097431496,-0.082991837
1.101110444,-0.084916313
1.104760642,-0.086815206
1.108374987,-0.088685516
1.111946967,-0.090524746
1.115469577,-0.092329798
1.118936507,-0.094097974
1.12234107,-0.095826674
1.125676883,-0.097513002
1.128937879,-0.099154558
1.132117821,-0.100748844
1.135210842,-0.102293261
1.13821105,-0.103785512
1.141112826,-0.105223298
1.143910897,-0.10660452
1.146599716,-0.107927078
1.149174283,-0.109188876
1.151629844,-0.110388113
1.15396162,-0.111523291
1.156165054,-0.112592411
1.158235987,-0.113594174
1.16017053,-0.114527281
1.161964547,-0.115390132
1.163614844,-0.116181828
1.165118077,-0.116901071
1.166471297,-0.11754726
1.167671708,-0.118119096
1.168717052,-0.11861638
1.169605152,-0.119038012
1.170334297,-0.119383792
1.170902901,-0.119653121
1.171309801,-0.119845798
1.171554303,-0.119961425
1.171635861,-0.12
